1	longitude	latitude	housename	housenumber	street	city	postcode	name	name_cy	is_in	place	alt_name	open_hours	phone	shop	url
1123	-4.6510996	52.0867163	Glenydd		Bryn Hafod	Cardigan/Aberteifi	SA43 1NS									
1124	-4.651008	52.0865585	Harddfan		Bryn Hafod	Cardigan/Aberteifi	SA43 1NS									
1125	-4.6508787	52.0863421	Cadfor		Bryn Hafod	Cardigan/Aberteifi	SA43 1NS									
1126	-4.6583822	52.0866143			Maes y Parc	Cardigan / Aberteifi	SA43 1AB	Y Man a'r Lle						+44 1239 612032		https://www.facebook.com/ymanarlle/
1127	-4.6593139	52.0792352		18	Castle Street	Cardigan / Aberteifi	SA43 3AF									
1128	-4.659368	52.0792833		17	Castle Street	Cardigan / Aberteifi	SA43 3AF									
1129	-4.6595244	52.0794757		13	Castle Street	Cardigan / Aberteifi	SA43 3AF									
1130	-4.6594827	52.0794407		14	Castle Street	Cardigan / Aberteifi	SA43 3AF									
1131	-4.6594274	52.0793944	Llyshelig	15	Castle Street	Cardigan / Aberteifi	SA43 3AF									
1132	-4.6593621	52.0793474	Maesbryn	16	Castle Street	Cardigan / Aberteifi	SA43 3AF									
1133	-4.6603586	52.0798452		26	Castle Street	Cardigan / Aberteifi	SA43 3AB									
1134	-4.6602956	52.0797868		25	Castle Street	Cardigan / Aberteifi	SA43 3AB									
1135	-4.6602284	52.079747		24	Castle Street	Cardigan / Aberteifi	SA43 3AB									
1136	-4.6602243	52.0796878	Craig-Afon	23	Castle Street	Cardigan / Aberteifi	SA43 3AB									
1137	-4.6601148	52.0796526		22	Castle Street	Cardigan / Aberteifi	SA43 3AB									
1138	-4.6600374	52.0795954		21	Castle Street	Cardigan / Aberteifi	SA43 3AB									
1139	-4.6607035	52.0801488	Bridge-End House		Castle Street	Cardigan / Aberteifi	SA43 3AA								vacant	
1140	-4.6607819	52.0802181	Bridge Warehouse		Castle Street	Cardigan / Aberteifi	SA43 3AA	Fforest								
1141	-4.6608902	52.0799849	Coynant		Castle Street	Cardigan / Aberteifi	SA43 3AA									
1142	-4.6609391	52.0801004		32	Castle Street	Cardigan / Aberteifi	SA43 3AA									
1143	-4.6610147	52.080073		31	Castle Street	Cardigan / Aberteifi	SA43 3AA									
1144	-4.6610834	52.0800515		30	Castle Street	Cardigan / Aberteifi	SA43 3AA									
1145	-4.6611444	52.0803746						Teifi Wharf								
1146	-4.6613904	52.080315	Granary		Castle Street	Cardigan / Aberteifi	SA43 3AA	Granary Lofts				Bridgend Warehouse				https://www.coldatnight.co.uk/granary-lofts/
1147	-4.6553322	52.0801842		1-4		Cardigan / Aberteifi	SA43 3AG									
1148	-4.6563736	52.0796322		5		Cardigan / Aberteifi	SA43 3AG									
1149	-4.6570624	52.0800614	Station Garage		Station Road	Cardigan / Aberteifi	SA43 3AD	Corbett Williams & Son				Cardigan 4X4 Centre		+44 1239 613164	car	
1150	-4.6575236	52.0799091	Moylgrove Garage			Cardigan / Aberteifi	SA43 3AG	Richards Bros						+44 1239 613756		
1151	-4.6583755	52.0796665	Moylgrove Garage			Cardigan / Aberteifi	SA43 3AG	Richards Bros Bus Maintenance								
1152	-4.6586693	52.0794236				Cardigan / Aberteifi	SA43 3AG	Howdens Joinery						+44 1239 282900	trade	https://www.howdens.com/about-us/contact-your-local-depot/?p=Cardigan&olat=52.079373&olng=-4.657267000000000000&s=Cardigan
1153	-4.6583577	52.0794591		20		Cardigan / Aberteifi	SA43 3AG	Paul Edwards Garage Services						+44 1239 623797	car_repair	
1154	-4.6581238	52.0792017		18		Cardigan / Aberteifi	SA43 3AG									
1155	-4.6567835	52.0792013		27		Cardigan / Aberteifi	SA43 3AG	Dulux Decorator Centre						+44 1239 613749	paint	
1156	-4.6571384	52.07866		31		Cardigan / Aberteifi	SA43 3AG	CTP Fabrications						+44 1239 614971		
1157	-4.6566124	52.0787968		24		Cardigan / Aberteifi	SA43 3AG	OxFitness						+44 7961 027053		https://www.facebook.com/OxFitnessUnit24/
1158	-4.6563573	52.0784739		25		Cardigan / Aberteifi	SA43 3AG	Heritage Designs						+44 1239 614462		
1159	-4.6555371	52.0778821		1		Cardigan / Aberteifi	SA43 3AL	Teifimania						+44 1239 615772		https://www.facebook.com/teifimania/
1160	-4.6556022	52.0780483		2		Cardigan / Aberteifi	SA43 3AL	Wynnstay Country Store						+44 1239 810083	country_store	https://www.wynnstayonline.co.uk/wynnstay-country-store-cardigan-53-53/
1161	-4.6556191	52.0783205		4		Cardigan / Aberteifi	SA43 3AL									
1162	-4.6553307	52.0791821		5-8		Cardigan / Aberteifi	SA43 3AL									
1163	-4.6558332	52.086947		72	North Road	Cardigan / Aberteifi	SA43 1AA									
1164	-4.6557894	52.0869699	Tŷ Mair		North Road	Cardigan / Aberteifi	SA43 1AA									
1165	-4.6557479	52.0869909		74	North Road	Cardigan / Aberteifi	SA43 1AA									
1166	-4.655904	52.0869114	Montimirail	70	North Road	Cardigan / Aberteifi	SA43 1AA									
1167	-4.6560706	52.0868264	Umsinga	66	North Road	Cardigan / Aberteifi	SA43 1AA									
1168	-4.6561477	52.0867882		64	North Road	Cardigan / Aberteifi	SA43 1AA									
1169	-4.6559904	52.0868681	Aelwyd	68	North Road	Cardigan / Aberteifi	SA43 1AA									
1170	-4.6562188	52.0867532	Coedfryn	62	North Road	Cardigan / Aberteifi	SA43 1AA									
1171	-4.6562905	52.0867244		60	North Road	Cardigan / Aberteifi	SA43 1AA									
1172	-4.6563557	52.0866973		58	North Road	Cardigan / Aberteifi	SA43 1AA									
1173	-4.6564236	52.0866695		56	North Road	Cardigan / Aberteifi	SA43 1AA									
1174	-4.656492	52.0866423	Gwersydd	54	North Road	Cardigan / Aberteifi	SA43 1AA									
1175	-4.6565739	52.0866128	Claverley	52	North Road	Cardigan / Aberteifi	SA43 1AA									
1176	-4.6566626	52.0865753	Cwmconnell	50	North Road	Cardigan / Aberteifi	SA43 1AA									
1177	-4.6567594	52.0865378	Ealing Dene	48	North Road	Cardigan / Aberteifi	SA43 1AA									
1178	-4.6568352	52.0864989	Glenhurst	46	North Road	Cardigan / Aberteifi	SA43 1AA									
1179	-4.656922	52.0864544		44	North Road	Cardigan / Aberteifi	SA43 1AA									
1180	-4.6570001	52.0864265		42	North Road	Cardigan / Aberteifi	SA43 1AA									
1181	-4.6570742	52.0863979		40	North Road	Cardigan / Aberteifi	SA43 1AA									
1182	-4.6564159	52.0832703		1	Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW	Area 43						+44 1239 614566		
1183	-4.6563097	52.0832373		2-3	Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW	Cardigan Youth Centre	Canolfan Ieuenctid Aberteifi							
1184	-4.6561992	52.0832448		4	Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW									
1185	-4.6559299	52.0832667	Cysgodyllan	7	Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW									
1186	-4.6560254	52.083259		6	Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW									
1187	-4.656089	52.0832531		5	Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW									
1188	-4.6557758	52.0832976	Woodbine Cottage	8	Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW									
1189	-4.6556451	52.0833261		9	Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW									
1190	-4.6555722	52.083334		10	Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW									
1191	-4.6554573	52.0833329	Clovelly		Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW									
1192	-4.6549881	52.0834635	Wrthy Llan		Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW									
1193	-4.6548823	52.0834635	Ivyleigh		Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW									
1194	-4.6546997	52.08346	Hendy		Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW									
1195	-4.6545663	52.0834565	Grasmere		Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW									
1196	-4.6610506	52.0801176						Cardigan 3 Sewage Pumping Station	Gorsaf Bwmpio Carthion Cardigan 3							
1197	-4.6605618	52.08011						Eagle Inn Cardigan Pumping Station	Gorsaf Bwmpio Eagle Inn Cardigan							
1198	-4.6571345	52.0830926						Finch's Square								
1199	-4.6519115	52.0880132						Aberystwyth Road	Heol Aberystwyth							
1200	-4.6513261	52.0854096						Heol Hafod								
1201	-4.6534863	52.0874411						Aberystwyth Road	Heol Aberystwyth							
1202	-4.6536555	52.0896011						Greenland Meadows								
1203	-4.6538793	52.0899605						Greenland Meadows								
1204	-4.6562	52.090427						Gwbert Road								
1205	-4.6510159	52.0914241						Maesglas								
1206	-4.6517185	52.0911315						Maesglas								
1207	-4.6599426	52.084883						Pendre								
1208	-4.6605376	52.0842362						Pendre								
1209	-4.651727	52.0859377		9	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1210	-4.6516097	52.0859268		11	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1211	-4.6514893	52.0859178		11	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1212	-4.6513369	52.0859047		12	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1213	-4.6512181	52.0858968		13	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1214	-4.6510947	52.0858823		14	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1215	-4.6510252	52.0856131	Erw Fychan	26	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1216	-4.6516112	52.0857216		8	Heol Hafod	Cardigan/Aberteifi	SA43 1DT									
1217	-4.6515061	52.0856953		7	Heol Hafod	Cardigan/Aberteifi	SA43 1DT									
1218	-4.6514135	52.0856306		6	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1219	-4.651445	52.0855713		5	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1220	-4.6515035	52.0855027		4	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1221	-4.6509863	52.0854205		27	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1222	-4.651084	52.0853658		28	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1223	-4.6511665	52.0853136		29	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1224	-4.6512435	52.0852693		30	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1225	-4.6513392	52.0852104		31	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1226	-4.6514977	52.0851137		32	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1227	-4.6515891	52.0850568		33	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1228	-4.6516811	52.085		34	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1229	-4.6517545	52.0849601		35	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1230	-4.6517785	52.0851201						Heol Hafod								
1231	-4.6522888	52.0851652		1	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1232	-4.6521857	52.0851468		2	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1233	-4.6520812	52.0851233		3	Heol Hafod	Cardigan / Aberteifi	SA43 1DT									
1234	-4.6520525	52.0847694		83	Bro Teifi	Cardigan / Aberteifi	SA43 1DQ									
1235	-4.6521047	52.0847832		82	Bro Teifi	Cardigan / Aberteifi	SA43 1DQ									
1236	-4.6521572	52.0847951		81	Bro Teifi	Cardigan / Aberteifi	SA43 1DQ									
1237	-4.6522116	52.084804		80	Bro Teifi	Cardigan / Aberteifi	SA43 1DQ									
1238	-4.6522778	52.0848637		79	Bro Teifi	Cardigan / Aberteifi	SA43 1DQ									
1239	-4.6523568	52.0848852		78	Bro Teifi	Cardigan / Aberteifi	SA43 1DQ									
1240	-4.6524392	52.084888		77	Bro Teifi	Cardigan / Aberteifi	SA43 1DQ									
1241	-4.6525184	52.0849119		76	Bro Teifi	Cardigan / Aberteifi	SA43 1DQ									
1242	-4.6528546	52.0862198		9	Bro Teifi	Cardigan / Aberteifi	SA43 1DS									
1243	-4.6527988	52.0861575		10	Bro Teifi	Cardigan / Aberteifi	SA43 1DS									
1244	-4.652741	52.0860967		11	Bro Teifi	Cardigan / Aberteifi	SA43 1DS									
1245	-4.6524764	52.0855846		12	Bro Teifi	Cardigan / Aberteifi	SA43 1DS									
1246	-4.6525176	52.0855203		13	Bro Teifi	Cardigan / Aberteifi	SA43 1DS									
1247	-4.6525521	52.0854575		14	Bro Teifi	Cardigan / Aberteifi	SA43 1DS									
1248	-4.6525981	52.085388		15	Bro Teifi	Cardigan / Aberteifi	SA43 1DS									
1249	-4.6526971	52.085926		11A	Bro Teifi	Cardigan / Aberteifi	SA43 1DS									
1250	-4.6526294	52.0858436		11B	Bro Teifi	Cardigan / Aberteifi	SA43 1DS									
1251	-4.6526733	52.0852982		41	Bro Teifi	Cardigan / Aberteifi	SA43 1DQ									
1252	-4.6527413	52.0852385		42	Bro Teifi	Cardigan / Aberteifi	SA43 1DQ									
1253	-4.6528154	52.0851811		43	Bro Teifi	Cardigan / Aberteifi	SA43 1DQ									
1254	-4.6528659	52.0851076	Tegfan	44	Bro Teifi	Cardigan / Aberteifi	SA43 1DQ									
1255	-4.6529118	52.0850684		45	Bro Teifi	Cardigan / Aberteifi	SA43 1DQ									
1256	-4.6606178	52.0823016		46	St. Mary Street	Cardigan / Aberteifi	SA43 1HA									
1257	-4.660733	52.0822942		47-48	St. Mary Street	Cardigan / Aberteifi	SA43 1HA	Pritchard & Co						+44 1239 612475		
1258	-4.6608355	52.0822549		49	St. Mary Street	Cardigan / Aberteifi	SA43 1HA	Seagull						+44 1239 623790	toys	
1259	-4.6608952	52.0822417		50	St. Mary Street	Cardigan / Aberteifi	SA43 1HA									
1260	-4.6609827	52.0822257		51	St. Mary Street	Cardigan / Aberteifi	SA43 1HA									
1261	-4.6610715	52.0822335		52	St. Mary Street	Cardigan / Aberteifi	SA43 1HA									
1262	-4.6826854	52.0820001	Brohedyn		Feidr Fawr	St Dogmaels	SA43 3EP									
1263	-4.6827262	52.0820429	Tegfryn	1	Grove Terrace	St Dogmaels	SA43 3ER									
1264	-4.6827652	52.082086		2	Grove Terrace	St Dogmaels	SA43 3ER									
1265	-4.6828156	52.0821229	Hafab	3	Grove Terrace	St Dogmaels	SA43 3ER									
1266	-4.6828618	52.082162	Lyndale	4	Grove Terrace	St Dogmaels	SA43 3ER									
1267	-4.6828817	52.0822041		5	Grove Terrace	St Dogmaels	SA43 3ER									
1268	-4.6829073	52.0822472		6	Grove Terrace	St Dogmaels	SA43 3ER									
1269	-4.6828787	52.0822947	Bronllwyn	7	Grove Terrace	St Dogmaels	SA43 3ER									
1270	-4.6829051	52.082332		8	Grove Terrace	St Dogmaels	SA43 3ER									
1271	-4.6831098	52.0829341						Feidr Fawr								
1272	-4.682971	52.0821221						Feidr Fawr								
1273	-4.6824538	52.0819123	Mariners		High Street	St Dogmaels	SA43 3EF									
1274	-4.6822977	52.0819529	Telynfa		High Street	St Dogmaels	SA43 3EF	Oriel Milgi B&B						+44 1239 612556		
1275	-4.6829212	52.0825935						St Dogmaels War Memorial								https://www.wwwmp.co.uk/pembrokeshire-memorials/st-dogmael-s-war-memorial/https://www.wwwmp.co.uk/pembrokeshire-memorials/st-dogmael-s-war-memorial/
1276	-4.6821728	52.0819808	Violet House		High Street	St Dogmaels	SA43 3EF									
1277	-4.6820469	52.0820092	The Villa		High Street	St Dogmaels	SA43 3EF									
1278	-4.6819256	52.0819909	Craig Yr Hesg		High Street	St Dogmaels	SA43 3EF									
1279	-4.681832	52.0820523			High Street	St Dogmaels	SA43 3EF	Premier						+44 1239 612087	convenience	https://www.facebook.com/Premier-st-Dogmaels-386302788188770/
1280	-4.6826416	52.0819169						Sgwar Halket Square	Sgwar Halket		square					
1281	-4.681684	52.0819822	Belmont		High Street	St Dogmaels	SA43 3EF									
1282	-4.6815753	52.0820286	Llys Cynwyl		High Street	St Dogmaels	SA43 3EF									
1283	-4.6814518	52.0820197	Lion House		High Street	St Dogmaels	SA43 3EF									
1284	-4.6813283	52.0820151	Albro		High Street	St Dogmaels	SA43 3EF									
1285	-4.6812057	52.0820511	Britannia		High Street	St Dogmaels	SA43 3EF									
1286	-4.6810882	52.0820173	Milo		High Street	St Dogmaels	SA43 3EF									
1287	-4.6809959	52.0820224	Fern House		High Street	St Dogmaels	SA43 3EF									
1288	-4.6808941	52.0819622	Angorfa		High Street	St Dogmaels	SA43 3EF									
1289	-4.680811	52.0819843	Ardwyn		High Street	St Dogmaels	SA43 3EF									
1290	-4.6807313	52.0819818	Eryl		High Street	St Dogmaels	SA43 3EF									
1291	-4.6806649	52.0819763	Sloop		High Street	St Dogmaels	SA43 3EF									
1292	-4.6805451	52.0819634	Rose Cottage		High Street	St Dogmaels	SA43 3EF									
1293	-4.6804628	52.0819749	Llys Yr Eog		High Street	St Dogmaels	SA43 3EF									
1294	-4.6803743	52.0819832	Rosario		High Street	St Dogmaels	SA43 3EF									
1295	-4.6802958	52.0819786	Y Wennol		High Street	St Dogmaels	SA43 3EF									
1296	-4.6798103	52.0815704	Arosfa		Finch Street	St Dogmaels	SA43 3EA									
1297	-4.6801171	52.0816183		1	High Street	St Dogmaels	SA43 3ED	St Dogmaels Post Office								
1298	-4.680246	52.0816623		2	High Street	St Dogmaels	SA43 3ED	Bowen's Fish and Chips	Sgod a Sglod Bowen's					+44 1239 613814		
1299	-4.6774579	52.0814233						B V Rees Cyf						+44 1239 612025	car	http://www.bvrees.com/pages/ssangyong
1300	-4.6774277	52.0810719		"1, Brooklyn Villas"	St. Dogmaels Road	St Dogmaels	SA43 3HR									
1301	-4.6774972	52.0810984		"2, Brooklyn Villas"	St. Dogmaels Road	St Dogmaels	SA43 3HR									
1302	-4.6794409	52.0811682	Rhyd Y Felin		Mill Street	St Dogmaels	SA43 3DY									
1303	-4.679304	52.0812193	Ger-Y-Felin		Mill Street	St Dogmaels	SA43 3DY									
1304	-4.6790785	52.0812922	Mrytle House		Mill Street	St Dogmaels	SA43 3DY									
1305	-4.6788829	52.0813943	Glan-Yr-Afon		Mill Street	St Dogmaels	SA43 3DY									
1306	-4.6791825	52.0810536	Mill House		Mill Street	St Dogmaels	SA43 3DY									
1307	-4.6789903	52.0811074	Y Felin		Mill Street	St Dogmaels	SA43 3DY	Y Felin						+44 1239 613999		
1308	-4.6789213	52.0811995	Gwalia		Mill Street	St Dogmaels	SA43 3DY									
1309	-4.6783155	52.0816002		"1, Penally Mews"		St Dogmaels	SA43 3HR									
1310	-4.6782012	52.0816308		"2, Penally Mews"		St Dogmaels	SA43 3HR									
1311	-4.6796799	52.0815702		1	Finch Street	St Dogmaels	SA43 3EA									
1312	-4.6795815	52.0815711		2	Finch Street	St Dogmaels	SA43 3EA									
1313	-4.6795079	52.081591		3	Finch Street	St Dogmaels	SA43 3EA									
1314	-4.6793995	52.0815796	Dychwelfa		Finch Street	St Dogmaels	SA43 3EA									
1315	-4.6786661	52.0817381	The Manse		Finch Street	St Dogmaels	SA43 3EA									
1316	-4.6784623	52.0816815	Gilfach		Finch Street	St Dogmaels	SA43 3EA									
1317	-4.6789843	52.0817534			Finch Street	St Dogmaels	SA43 3EA	White Hart Inn						+44 1239 612099		
1318	-4.6832375	52.0824935	Fern Grove		Feidr Fawr	St Dogmaels	SA43 3EU									
1319	-4.6828333	52.0819304	Delfan		Feidr Fawr	St Dogmaels	SA43 3EP									
1320	-4.6827987	52.0818945	Tŷ Fioled		Feidr Fawr	St Dogmaels	SA43 3EP									
1321	-4.6828935	52.0819577	Cartrefle		Feidr Fawr	St Dogmaels	SA43 3EP									
1322	-4.6828963	52.0819954		1A	Feidr Fawr	St Dogmaels	SA43 3EP									
1323	-4.6828875	52.082424	Grove Villa		Feidr Fawr	St Dogmaels	SA43 3EP									
1324	-4.6827167	52.0824462	Y Nyth		Feidr Fawr	St Dogmaels	SA43 3EU									
1325	-4.6823279	52.0817063	Tŷ Afal	25	High Street	St Dogmaels	SA43 3EJ									
1326	-4.6824433	52.0816911	Dolphin Cottage	26	High Street	St Dogmaels	SA43 3EJ									
1327	-4.6825373	52.0816803	Poppit Cottage	27	High Street	St Dogmaels	SA43 3EJ									
1328	-4.6826413	52.0816547		28	High Street	St Dogmaels	SA43 3EJ									
1329	-4.6789127	52.0804061	Abbey Garage		Shingrig	St Dogmaels	SA43 3DX	B V Rees Cyf						+44 1239 612025	car	http://www.bvrees.com/pages/fiat
1330	-4.6800547	52.0818032	Mount Pleasant		High Street	St Dogmaels	SA43 3EF									
1331	-4.6799049	52.0818758	Mount Pleasant Cottage		High Street	St Dogmaels	SA43 3EF									
1332	-4.6799704	52.0814984	Croes Y Llan		Church Street	St Dogmaels	SA43 3EB									
1333	-4.6800212	52.0815595	Maes y Felin		Church Street	St Dogmaels	SA43 3EB									
1334	-4.6809195	52.0833187						Alexandra Gardens Car Park								
1335	-4.6811583	52.0832455	Teifi Netpool Inn			St Dogmaels	SA43 3ET	Teifi Netpool Inn						+44 1239 612 680		
1336	-4.680293	52.0817154	Llysycoed		High Street	St Dogmaels	SA43 3ED									
1337	-4.6803666	52.0817266	Glascoed		High Street	St Dogmaels	SA43 3ED									
1338	-4.6772935	52.0816397				St Dogmaels										
1339	-4.6795418	52.0806195	The Coach House		Shingrig	St Dogmaels	SA43 3DX									
1340	-4.6862732	52.0741226						Cwm								
1341	-4.6776398	52.0818951						St Dogmaels Sewage Pumping Station	Gorsaf Bwmpio Carthion St Dogmaels							
1342	-4.6781952	52.0815034						Water Street								
1343	-4.6783642	52.0813902	Garth		David Street	St Dogmaels	SA43 3HT									
1344	-4.6783401	52.0813429	Tynwald		David Street	St Dogmaels	SA43 3HT									
1345	-4.6783282	52.0812917	Crynga		David Street	St Dogmaels	SA43 3HT									
1346	-4.6612582	52.0876387						Afon Mwldan								
1347	-4.6812912	52.0828998				St Dogmaels	SA43 3ET	Ysgol Llandudoch School	Ysgol Gymunedol Llandudoch					+44 1239 613596		
1348	-4.655435	52.0787356						Parc Piliau Industrial Estate								
1349	-4.6559006	52.0795941				Cardigan / Aberteifi	SA43 3AL	Porter Cabin						+44 7907 284558		
1350	-4.6565993	52.0795547		6		Cardigan / Aberteifi	SA43 3AG	growitmowit						+44 1239 613420	doityourself	
1351	-4.6587952	52.0797894	Arfryn		Station Road	Cardigan / Aberteifi	SA43 3AD									
1352	-4.6558139	52.0808712			Station Road	Cardigan / Aberteifi	SA43 3AD	HRS Refrigeration								
1353	-4.6520346	52.0795135						Afon Piliau								
1354	-4.6510828	52.0785005						Afon Piliau								
1355	-4.6710167	52.0674399						Cardigan County Showground				Briscwm Fields		+44 1545 570501		
1356	-4.6646573	52.0664114	Pentwd Uchaf Farm		Fishguard Road	Cardigan / Aberteifi	SA43 3DR	Cardigan Camping and Caravan Site						+44 7773 721316		
1357	-4.6640999	52.0664758						Utility Block and Office								
1358	-4.6628002	52.0660448	Pentwd Uchaf Farm		Fishguard Road	Cardigan / Aberteifi	SA43 3DR	Pentwd Uchaf Farmhouse								
1359	-4.6687011	52.0711532	"Erw Fach, Parc Y Pratt"		Fishguard Road	Cardigan / Aberteifi	SA43 3DR									
1360	-4.6667034	52.0707968	Parc Y Pratt		Fishguard Road	Cardigan / Aberteifi	SA43 3DR									
1361	-4.6552044	52.0783816		3		Cardigan / Aberteifi	SA43 3AL	LBS Builders Merchants						+44 1239 613413	trade	http://www.lbsbm.co.uk/contact.asphttp://www.lbsbm.co.uk/contact.asp
1362	-4.6563383	52.0782837		26		Cardigan / Aberteifi	SA43 3AG	JJ & PT Williams & Sons						+44 1239 612218		
1363	-4.6570108	52.0784992		32		Cardigan / Aberteifi	SA43 3AG	Quartz Coat						+44 1239 614812		
1364	-4.6582203	52.0795116		19		Cardigan / Aberteifi	SA43 3AG	PK Windows (Wales)						+44 1239 613834		
1365	-4.6565024	52.0788211		23		Cardigan / Aberteifi	SA43 3AG									
1366	-4.6563616	52.0788849		22		Cardigan / Aberteifi	SA43 3AG	City Electrical Factors						+44 1239 621233	trade	
1367	-4.6562439	52.0789107		21		Cardigan / Aberteifi	SA43 3AG	Cardigan Building Plastics						+44 1239 621066	trade	
1368	-4.6579535	52.0795934		10		Cardigan / Aberteifi	SA43 3AG									
1369	-4.6578231	52.0796471		9		Cardigan / Aberteifi	SA43 3AG									
1370	-4.6577061	52.0796796		8		Cardigan / Aberteifi	SA43 3AG									
1371	-4.657508	52.0797565		7		Cardigan / Aberteifi	SA43 3AG									
1372	-4.6578839	52.0796158		9-10		Cardigan / Aberteifi	SA43 3AG	O&M Laundry						+44 1239 621791	laundry	https://www.facebook.com/OM-laundry-887757764656885/
1373	-4.6579872	52.079253		17		Cardigan / Aberteifi	SA43 3AG									
1374	-4.6580573	52.079232		17-18		Cardigan / Aberteifi	SA43 3AG	Coastguard Rescue Station	Gorsaf Achub Gwylwyr y Glannau							https://www.facebook.com/HM-Coastguard-Cardigan-205822279575268/
1375	-4.6575721	52.0797239		7-8		Cardigan / Aberteifi	SA43 3AG	M & E Pearce Engineering and Fixings						+44 1239 621483		
1376	-4.656989	52.0791246		28		Cardigan / Aberteifi	SA43 3AG									
1377	-4.6571613	52.0790546		29		Cardigan / Aberteifi	SA43 3AG									
1378	-4.6573566	52.078989		30		Cardigan / Aberteifi	SA43 3AG									
1379	-4.6570785	52.0790903		28-29		Cardigan / Aberteifi	SA43 3AG	City Plumbing Supplies						+44 1239 622920	trade	https://www.cityplumbing.co.uk/branch/4962
1380	-4.6569051	52.0794425		11		Cardigan / Aberteifi	SA43 3AG									
1381	-4.6570888	52.0793803		12		Cardigan / Aberteifi	SA43 3AG	Arjay Factors						+44 1239 613613	car_parts	
1382	-4.6572145	52.079347		13		Cardigan / Aberteifi	SA43 3AG	MS Oxygen Therapy Centre						+44 1239 613210		http://www.msntc.org.uk/find-a-centre/ms-oxygen-therapy-centre-cardigan/
1383	-4.6573958	52.079277		14		Cardigan / Aberteifi	SA43 3AG	Wolseley						+44 1239 621906	trade	
1384	-4.6575271	52.0792451		15		Cardigan / Aberteifi	SA43 3AG	E & M Motor Factors						+44 1239 801999	trade	
1385	-4.6577049	52.0791743		16		Cardigan / Aberteifi	SA43 3AG	Bragdy Mantle Brewery	Bragdy Mantle					+44 1239 623898		
1386	-4.6574244	52.0681958	Forest Hill			Cardigan / Aberteifi	SA43 3NH									
1387	-4.6589665	52.0702176	Troedyrhiw			Cardigan / Aberteifi	SA43 3NH									
1388	-4.6589075	52.0698158	Rising Sun			Cardigan / Aberteifi	SA43 3NH									
1389	-4.6594656	52.0718419	Maesycoed		Fishguard Road	Cardigan / Aberteifi	SA43 3DR									
1390	-4.6601028	52.0711239	Penrhiw		Fishguard Road	Cardigan / Aberteifi	SA43 3DR									
1391	-4.6602011	52.0704739	Pwll y Meidw		Fishguard Road	Cardigan / Aberteifi	SA43 3DR									
1392	-4.6546881	52.0669926						Afon Piliau								
1393	-4.6574533	52.0618988						Afon Piliau								
1394	-4.6582736	52.0618962						Glanpwllafon Bridge								
1395	-4.6542789	52.0775437	Pentwd-Isaf			Cardigan / Aberteifi	SA43 3NG									
1396	-4.6563134	52.0810799			"Station Yard, Station Road"	Cardigan / Aberteifi	SA43 3AD	Tivy Tyres						+44 1239 615888	tyres	https://www.facebook.com/Tivytyres/
1397	-4.6576054	52.0810722	Ynys Marine Workshop		Station Yard		SA43 3AD	Maintenance & Engineering Services								
1398	-4.6579341	52.0808922						Cardigan 5 Sewage Pumping Station	Gorsaf Bwmpio Carthion Cardigan 5							
1399	-4.6578565	52.0799584						Richards Bros Bus Depot								
